Epochs,Training Loss,Validation Loss
68,0.002493708860129118,0.001732909819111228
69,0.002504384610801935,0.0018129533855244517
70,0.002416139468550682,0.001675706123933196
71,0.0024095105472952127,0.001658822875469923
72,0.0024223087821155787,0.0015932666137814522
73,0.002324604894965887,0.0016793388640508056
74,0.0022602062672376633,0.001487427158281207
75,0.002210265723988414,0.0014700974570587277
76,0.0022125542163848877,0.0014249224914237857
77,0.0021188606042414904,0.0014190415386110544
78,0.0020993100479245186,0.0013765667099505663
79,0.002051820047199726,0.0014180425787344575
80,0.0019983306992799044,0.0013876701705157757
81,0.001970903016626835,0.0012932291720062494
82,0.002048926893621683,0.0012701392406597733
83,0.0018800223479047418,0.0012674464378505945
84,0.0019186758436262608,0.0012503822799772024
85,0.001842991914600134,0.0012592744315043092
86,0.0018141641048714519,0.0012268631253391504
87,0.0018212595023214817,0.0011702600168064237
88,0.0017802161164581776,0.00112834048923105
89,0.0017413694877177477,0.0010990852024406195
90,0.0017475683707743883,0.001106740441173315
91,0.001716855214908719,0.0011442333925515413
92,0.0018171726260334253,0.0012160298647359014
93,0.0017360190395265818,0.001025653793476522
94,0.0016821670578792691,0.0009938485454767942
95,0.0016142583917826414,0.0010260149138048291
96,0.0015943810576573014,0.0010121422819793224
97,0.001663530245423317,0.0009576277807354927
98,0.001592179061844945,0.001023966120555997
99,0.001532226800918579,0.0009479422005824745
100,0.0015308421570807695,0.0008925903239287436
101,0.0015015386743471026,0.0009133043931797147
102,0.0015700545627623796,0.0009375832742080092
103,0.0015009876806288958,0.0009760949178598821
104,0.00151441537309438,0.0010382399195805192
105,0.0014390082797035575,0.0008834021282382309
106,0.0014709965325891972,0.0008279200992546976
107,0.0013620748650282621,0.0008094381773844361
108,0.001478551304899156,0.0008172745001502335
109,0.0013445590157061815,0.0008086133166216314
110,0.001453901408240199,0.0007834379794076085
111,0.00142443657387048,0.00078939413651824
112,0.0013437086017802358,0.0007518005440942943
113,0.0013007151428610086,0.0007745431503280997
114,0.0012913659447804093,0.0007470184937119484
115,0.0013481300557032228,0.0008473119232803583
116,0.0012686860281974077,0.0007370334351435304
117,0.001269583241082728,0.0007978033972904086
118,0.0012915721163153648,0.0007078107446432114
119,0.0012529436498880386,0.0007868334650993347
120,0.0013014903524890542,0.0008158881682902575
121,0.0012592567363753915,0.0007015354349277914
122,0.0012279265793040395,0.000725416059140116
123,0.001246567815542221,0.0006837979890406132
124,0.0012829388724640012,0.0006388537585735321
125,0.001252954825758934,0.0006523014744743705
126,0.0013066729297861457,0.0006452481611631811
127,0.001198201789520681,0.0007395546417683363
128,0.0012429032940417528,0.0006649062852375209
129,0.0012131092371419072,0.0006173558067530394
130,0.0011904701823368669,0.0005854461342096329
131,0.0011964888544753194,0.0005844745901413262
132,0.0012134115677326918,0.0006157900206744671
133,0.0011498155072331429,0.0005969514022581279
134,0.0012395470403134823,0.0006446676561608911
135,0.00113149534445256,0.0006257403292693198
136,0.0012010912178084254,0.00056665507145226
137,0.0011416004272177815,0.0005547860637307167
138,0.0011655541602522135,0.0005663664196617901
139,0.001072598504833877,0.0005506894085556269
140,0.001108492841012776,0.0008610787917859852
141,0.0011121561983600259,0.0007005416555330157
142,0.0011368918931111693,0.0005196609417907894
143,0.0010429291287437081,0.000552189361769706
144,0.0011190051445737481,0.0005466682487167418
145,0.0010517884511500597,0.000508251367136836
146,0.0010664582950994372,0.0005373813328333199
147,0.0010629630414769053,0.000496399006806314
148,0.001066235825419426,0.0004888203693553805
149,0.0010768122738227248,0.0005038949311710894
150,0.0011285158107057214,0.0004841796471737325
